Year Month,Postal Code,Customer Class,Total Gallons
2013/04,78748,Multi-Family,"15,913,900"
2013/04,78748,Irrigation - Multi-Family,"4,556,900"
2013/04,78749,Residential,"63,616,300"
2013/04,78749,Irrigation - Residential,"43,500"
2013/04,78749,Irrigation - Multi-Family,"2,733,900"
2013/04,78749,Multi-Family,"13,439,500"
2013/04,78750,Irrigation - Multi-Family,"1,842,200"
2013/04,78750,Residential,"54,187,000"
2013/04,78750,Multi-Family,"13,177,000"
2013/04,78750,Irrigation - Residential,"33,600"
2013/04,78751,Multi-Family,"12,885,600"
2013/04,78751,Irrigation - Residential,"81,800"
2013/04,78751,Residential,"16,265,900"
2013/04,78751,Irrigation - Multi-Family,"382,000"
2013/04,78752,Multi-Family,"18,804,500"
2013/04,78752,Irrigation - Multi-Family,"83,500"
2013/04,78752,Residential,"12,375,500"
2013/04,78753,Residential,"42,226,300"
2013/04,78753,Multi-Family,"49,786,900"
2013/04,78753,Irrigation - Multi-Family,"3,839,400"
2013/04,78753,Irrigation - Residential,"2,700"
2013/04,78754,Multi-Family,"13,544,800"
2013/04,78754,Irrigation - Multi-Family,"2,037,900"
2013/04,78754,Residential,"21,445,200"
2013/04,78754,Irrigation - Residential,"14,900"
2013/04,78756,Irrigation - Multi-Family,"58,300"
2013/04,78756,Multi-Family,"5,190,100"
2013/04,78756,Irrigation - Residential,"56,400"
2013/04,78756,Residential,"11,917,100"
2013/04,78757,Irrigation - Residential,"41,200"
2013/04,78757,Multi-Family,"14,265,700"
2013/04,78757,Residential,"35,602,400"
2013/04,78757,Irrigation - Multi-Family,"107,300"
2013/04,78758,Irrigation - Multi-Family,"2,160,600"
2013/04,78758,Irrigation - Residential,"11,000"
2013/04,78758,Residential,"41,993,000"
2013/04,78758,Multi-Family,"41,980,100"
2013/04,78759,Irrigation - Residential,"88,900"
2013/04,78759,Irrigation - Multi-Family,"1,262,700"
2013/04,78759,Residential,"67,484,700"
2013/04,78759,Multi-Family,"36,695,800"
2013/05,78613,Multi-Family,"57,700"
2013/05,78613,Irrigation - Multi-Family,"69,000"
2013/05,78617,Irrigation - Residential,"4,500"
2013/05,78617,Residential,"19,645,300"
2013/05,78617,Multi-Family,"3,062,300"
2013/05,78652,Residential,"811,900"
2013/05,78652,Irrigation - Residential,"45,300"
2013/05,78652,Multi-Family,"17,200"
2013/05,78653,Multi-Family,"116,100"
2013/05,78653,Residential,"1,066,400"
2013/05,78660,Multi-Family,"130,400"
2013/05,78660,Residential,"8,452,400"
2013/05,78660,Irrigation - Residential,"8,800"
2013/05,78701,Multi-Family,"14,048,900"
2013/05,78701,Irrigation - Multi-Family,"340,900"
2013/05,78701,Residential,"1,219,600"
2013/05,78702,Residential,"27,685,700"
2013/05,78702,Irrigation - Multi-Family,"1,007,300"
2013/05,78702,Multi-Family,"10,036,100"
2013/05,78702,Irrigation - Residential,"27,800"
2013/05,78703,Irrigation - Residential,"1,338,800"
2013/05,78703,Residential,"57,541,100"
2013/05,78703,Multi-Family,"12,308,300"
2013/05,78703,Irrigation - Multi-Family,"461,700"
2013/05,78704,Irrigation - Residential,"193,000"
2013/05,78704,Residential,"48,425,400"
2013/05,78704,Irrigation - Multi-Family,"2,020,300"
2013/05,78704,Multi-Family,"48,126,100"
2013/05,78705,Irrigation - Multi-Family,"247,900"
2013/05,78705,Residential,"11,020,700"
2013/05,78705,Irrigation - Residential,"73,100"
2013/05,78705,Multi-Family,"36,107,800"
2013/05,78712,Residential,0
2013/05,78717,Irrigation - Residential,"22,800"
2013/05,78717,Irrigation - Multi-Family,"4,133,500"
2013/05,78717,Multi-Family,"8,106,700"
2013/05,78717,Residential,"39,395,900"
2013/05,78719,Multi-Family,"468,600"
2013/05,78719,Residential,"1,554,500"
2013/05,78721,Irrigation - Residential,"5,000"
2013/05,78721,Multi-Family,"4,329,100"
2013/05,78721,Residential,"15,203,000"
2013/05,78721,Irrigation - Multi-Family,"27,000"
2013/05,78722,Residential,"9,901,300"
2013/05,78722,Multi-Family,"2,121,700"
2013/05,78722,Irrigation - Multi-Family,0
2013/05,78723,Multi-Family,"22,098,900"
2013/05,78723,Residential,"36,510,300"
2013/05,78723,Irrigation - Multi-Family,"275,100"
2013/05,78724,Multi-Family,"12,347,400"
2013/05,78724,Irrigation - Residential,"21,200"
2013/05,78724,Residential,"20,861,100"
2013/05,78724,Irrigation - Multi-Family,"659,700"
2013/05,78725,Multi-Family,"333,100"
2013/05,78725,Residential,"2,340,200"
2013/05,78726,Multi-Family,"11,097,700"
2013/05,78726,Irrigation - Multi-Family,"5,616,400"
2013/05,78726,Irrigation - Residential,"31,600"
2013/05,78726,Residential,"20,847,500"
2013/05,78727,Multi-Family,"19,187,900"
2013/05,78727,Residential,"44,457,700"
2013/05,78727,Irrigation - Multi-Family,"4,783,400"
2013/05,78727,Irrigation - Residential,"2,200"
2013/05,78728,Irrigation - Multi-Family,"934,500"
2013/05,78728,Residential,"4,829,300"
2013/05,78728,Multi-Family,"7,159,300"
2013/05,78729,Multi-Family,"21,852,500"
2013/05,78729,Irrigation - Multi-Family,"2,566,900"
2013/05,78729,Irrigation - Residential,"11,600"
2013/05,78729,Residential,"24,439,700"
2013/05,78730,Irrigation - Residential,"120,000"
2013/05,78730,Multi-Family,"4,312,900"
2013/05,78730,Irrigation - Multi-Family,"863,100"
2013/05,78730,Residential,"18,212,800"
2013/05,78731,Irrigation - Multi-Family,"708,500"
2013/05,78731,Multi-Family,"19,585,200"
2013/05,78731,Irrigation - Residential,"609,400"
2013/05,78731,Residential,"73,194,300"
2013/05,78735,Multi-Family,"9,892,400"
2013/05,78735,Residential,"23,754,200"
2013/05,78735,Irrigation - Multi-Family,"2,892,600"
2013/05,78736,Irrigation - Multi-Family,"518,700"
2013/05,78736,Irrigation - Residential,"15,200"
2013/05,78736,Residential,"14,009,800"
2013/05,78736,Multi-Family,"3,699,100"
2013/05,78737,Irrigation - Residential,"13,800"
2013/05,78737,Residential,"8,209,800"
2013/05,78738,Residential,"8,500"
2013/05,78739,Residential,"45,811,200"
2013/05,78741,Residential,"19,296,300"
2013/05,78741,Irrigation - Residential,"9,800"
2013/05,78741,Irrigation - Multi-Family,"3,874,400"
2013/05,78741,Multi-Family,"80,171,600"
2013/05,78742,Multi-Family,"329,700"
2013/05,78742,Residential,"723,200"
2013/05,78744,Multi-Family,"26,045,300"
2013/05,78744,Irrigation - Residential,"1,000"
2013/05,78744,Residential,"51,633,300"
2013/05,78744,Irrigation - Multi-Family,"1,511,200"
2013/05,78745,Residential,"77,793,500"
2013/05,78745,Irrigation - Residential,"36,900"
2013/05,78745,Irrigation - Multi-Family,"2,599,900"
2013/05,78745,Multi-Family,"32,834,800"
2013/05,78746,Irrigation - Multi-Family,"1,021,100"
2013/05,78746,Irrigation - Residential,"449,800"
2013/05,78746,Residential,"37,855,900"
2013/05,78746,Multi-Family,"14,463,800"
2013/05,78747,Irrigation - Residential,0
2013/05,78747,Multi-Family,"7,881,600"
2013/05,78747,Residential,"25,677,200"
2013/05,78747,Irrigation - Multi-Family,"857,000"
2013/05,78748,Irrigation - Residential,"11,900"
2013/05,78748,Irrigation - Multi-Family,"6,757,400"
2013/05,78748,Multi-Family,"17,403,100"
2013/05,78748,Residential,"76,694,300"
2013/05,78749,Irrigation - Multi-Family,"2,887,500"
2013/05,78749,Irrigation - Residential,"40,700"
2013/05,78749,Multi-Family,"14,299,900"
2013/05,78749,Residential,"69,981,500"
2013/05,78750,Irrigation - Residential,"24,000"
2013/05,78750,Irrigation - Multi-Family,"1,790,500"
2013/05,78750,Multi-Family,"13,677,700"
2013/05,78750,Residential,"60,268,600"
2013/05,78751,Irrigation - Residential,"97,600"
2013/05,78751,Multi-Family,"13,285,900"
2013/05,78751,Residential,"17,260,500"
2013/05,78751,Irrigation - Multi-Family,"645,600"
2013/05,78752,Residential,"13,440,800"
2013/05,78752,Multi-Family,"21,400,000"
2013/05,78752,Irrigation - Multi-Family,"198,600"
2013/05,78753,Residential,"45,787,200"
2013/05,78753,Multi-Family,"54,867,000"
2013/05,78753,Irrigation - Residential,"7,400"
2013/05,78753,Irrigation - Multi-Family,"4,300,000"
2013/05,78754,Multi-Family,"14,292,000"
2013/05,78754,Residential,"22,633,900"
2013/05,78754,Irrigation - Multi-Family,"2,414,600"
2013/05,78754,Irrigation - Residential,"3,000"
2013/05,78756,Irrigation - Multi-Family,"151,900"
2013/05,78756,Residential,"13,030,100"
2013/05,78756,Multi-Family,"5,348,900"
2013/05,78756,Irrigation - Residential,"53,200"
2013/05,78757,Irrigation - Residential,"51,600"
2013/05,78757,Residential,"38,581,700"
2013/05,78757,Multi-Family,"14,291,900"
2013/05,78757,Irrigation - Multi-Family,"308,400"
2013/05,78758,Residential,"45,121,300"
2013/05,78758,Irrigation - Residential,"20,900"
2013/05,78758,Multi-Family,"43,867,900"
2013/05,78758,Irrigation - Multi-Family,"3,143,800"
2013/05,78759,Irrigation - Multi-Family,"1,752,100"
2013/05,78759,Irrigation - Residential,"88,900"
2013/05,78759,Residential,"74,168,400"
2013/05,78759,Multi-Family,"38,886,300"
2013/06,78613,Multi-Family,"109,100"
2013/06,78613,Irrigation - Multi-Family,"51,000"
2013/06,78617,Irrigation - Residential,"5,600"
2013/06,78617,Residential,"21,125,100"
2013/06,78617,Multi-Family,"3,390,200"
2013/06,78652,Multi-Family,"11,500"
2013/06,78652,Residential,"841,200"
2013/06,78652,Irrigation - Residential,"62,000"
2013/06,78653,Multi-Family,"155,700"
2013/06,78653,Residential,"1,131,600"
2013/06,78660,Irrigation - Residential,"9,000"
2013/06,78660,Residential,"8,388,600"
2013/06,78660,Multi-Family,"113,900"
2013/06,78701,Irrigation - Multi-Family,"366,100"
2013/06,78701,Residential,"1,186,300"
2013/06,78701,Multi-Family,"13,968,100"
2013/06,78702,Irrigation - Residential,"30,200"
2013/06,78702,Multi-Family,"9,991,800"
2013/06,78702,Irrigation - Multi-Family,"987,200"
2013/06,78702,Residential,"28,317,000"
2013/06,78703,Irrigation - Residential,"1,314,600"
2013/06,78703,Residential,"59,923,800"
2013/06,78703,Multi-Family,"12,217,400"
2013/06,78703,Irrigation - Multi-Family,"560,400"
2013/06,78704,Irrigation - Multi-Family,"2,327,900"
2013/06,78704,Residential,"51,138,100"
2013/06,78704,Multi-Family,"47,386,600"
2013/06,78704,Irrigation - Residential,"158,000"
2013/06,78705,Irrigation - Residential,"96,400"
2013/06,78705,Irrigation - Multi-Family,"252,300"
2013/06,78705,Multi-Family,"28,831,700"
2013/06,78705,Residential,"10,171,800"
2013/06,78712,Residential,0
2013/06,78717,Residential,"39,750,500"
2013/06,78717,Multi-Family,"8,235,300"
2013/06,78717,Irrigation - Multi-Family,"5,502,200"
2013/06,78717,Irrigation - Residential,"30,400"
2013/06,78719,Multi-Family,"529,700"
2013/06,78719,Residential,"1,713,600"
2013/06,78721,Multi-Family,"4,943,600"
2013/06,78721,Irrigation - Residential,"4,500"
2013/06,78721,Residential,"16,306,100"
2013/06,78721,Irrigation - Multi-Family,"129,000"
2013/06,78722,Multi-Family,"2,456,200"
2013/06,78722,Irrigation - Multi-Family,0
2013/06,78722,Residential,"10,183,100"
2013/06,78723,Residential,"38,433,800"
2013/06,78723,Multi-Family,"22,471,900"
2013/06,78723,Irrigation - Multi-Family,"277,200"
2013/06,78724,Multi-Family,"12,607,500"
2013/06,78724,Irrigation - Multi-Family,"1,162,200"
2013/06,78724,Irrigation - Residential,"45,300"
2013/06,78724,Residential,"21,779,900"
2013/06,78725,Residential,"2,534,500"
2013/06,78725,Multi-Family,"188,100"
2013/06,78726,Irrigation - Residential,"40,800"
2013/06,78726,Irrigation - Multi-Family,"6,298,000"
2013/06,78726,Multi-Family,"11,972,600"
2013/06,78726,Residential,"21,361,900"
2013/06,78727,Residential,"45,810,600"
2013/06,78727,Irrigation - Residential,"10,900"
2013/06,78727,Multi-Family,"18,223,900"
2013/06,78727,Irrigation - Multi-Family,"5,804,900"
2013/06,78728,Irrigation - Multi-Family,"1,066,000"
2013/06,78728,Multi-Family,"7,444,800"
2013/06,78728,Residential,"4,956,400"
2013/06,78729,Irrigation - Residential,"23,500"
2013/06,78729,Residential,"26,656,800"
2013/06,78729,Multi-Family,"21,946,400"
2013/06,78729,Irrigation - Multi-Family,"2,756,400"
2013/06,78730,Residential,"16,379,900"
2013/06,78730,Irrigation - Multi-Family,"889,000"
2013/06,78730,Irrigation - Residential,"125,300"
2013/06,78730,Multi-Family,"5,315,500"
2013/06,78731,Irrigation - Multi-Family,"950,200"
2013/06,78731,Irrigation - Residential,"575,500"
2013/06,78731,Multi-Family,"18,312,500"
2013/06,78731,Residential,"74,107,600"
2013/06,78735,Irrigation - Multi-Family,"2,673,800"
2013/06,78735,Multi-Family,"10,810,800"
2013/06,78735,Residential,"26,070,500"
2013/06,78736,Multi-Family,"2,802,700"
2013/06,78736,Residential,"15,913,800"
2013/06,78736,Irrigation - Multi-Family,"570,300"
2013/06,78736,Irrigation - Residential,"20,400"
2013/06,78737,Residential,"10,643,700"
2013/06,78737,Irrigation - Residential,"11,600"
2013/06,78738,Residential,"8,200"
2013/06,78739,Residential,"53,709,500"
2013/06,78741,Residential,"18,732,000"
2013/06,78741,Multi-Family,"89,898,300"
2013/06,78741,Irrigation - Multi-Family,"2,629,300"
2013/06,78741,Irrigation - Residential,"7,900"
2013/06,78742,Residential,"699,600"
2013/06,78742,Multi-Family,"324,700"
2013/06,78744,Multi-Family,"26,473,900"
2013/06,78744,Residential,"55,154,400"
2013/06,78744,Irrigation - Residential,"2,500"
2013/06,78744,Irrigation - Multi-Family,"1,361,000"
2013/06,78745,Irrigation - Residential,"56,900"
2013/06,78745,Irrigation - Multi-Family,"2,861,600"
2013/06,78745,Residential,"82,835,800"
2013/06,78745,Multi-Family,"31,427,700"
2013/06,78746,Irrigation - Residential,"489,600"
2013/06,78746,Multi-Family,"14,082,900"
2013/06,78746,Irrigation - Multi-Family,"1,226,200"
2013/06,78746,Residential,"40,573,500"
2013/06,78747,Multi-Family,"8,181,300"
2013/06,78747,Irrigation - Multi-Family,"522,600"
2013/06,78747,Residential,"27,492,100"
2013/06,78747,Irrigation - Residential,0
2013/06,78748,Irrigation - Multi-Family,"8,063,900"
2013/06,78748,Residential,"81,084,800"
2013/06,78748,Irrigation - Residential,"28,900"
2013/06,78748,Multi-Family,"18,395,700"
2013/06,78749,Irrigation - Residential,"66,400"
2013/06,78749,Residential,"80,628,600"
2013/06,78749,Irrigation - Multi-Family,"4,019,200"
2013/06,78749,Multi-Family,"14,246,500"
2013/06,78750,Residential,"65,937,600"
2013/06,78750,Multi-Family,"13,512,600"
2013/06,78750,Irrigation - Multi-Family,"2,239,200"
2013/06,78750,Irrigation - Residential,"22,500"
2013/06,78751,Irrigation - Multi-Family,"545,600"
2013/06,78751,Irrigation - Residential,"81,700"
2013/06,78751,Residential,"17,283,900"
2013/06,78751,Multi-Family,"12,892,500"
2013/06,78752,Irrigation - Multi-Family,"291,000"
2013/06,78752,Multi-Family,"19,919,500"
2013/06,78752,Residential,"13,924,000"
2013/06,78753,Irrigation - Multi-Family,"5,050,900"
2013/06,78753,Multi-Family,"55,398,500"
2013/06,78753,Residential,"48,328,700"
2013/06,78753,Irrigation - Residential,"8,200"
2013/06,78754,Irrigation - Multi-Family,"2,618,800"
2013/06,78754,Multi-Family,"15,599,200"
2013/06,78754,Residential,"23,749,300"
2013/06,78754,Irrigation - Residential,"4,800"
2013/06,78756,Multi-Family,"5,652,100"
2013/06,78756,Irrigation - Multi-Family,"227,100"
2013/06,78756,Irrigation - Residential,"54,000"
2013/06,78756,Residential,"13,253,700"
2013/06,78757,Multi-Family,"14,695,200"
2013/06,78757,Residential,"38,208,700"
2013/06,78757,Irrigation - Multi-Family,"237,000"
2013/06,78757,Irrigation - Residential,"48,200"
2013/06,78758,Residential,"46,159,300"
2013/06,78758,Irrigation - Residential,"32,400"
2013/06,78758,Irrigation - Multi-Family,"3,248,600"
2013/06,78758,Multi-Family,"46,410,100"
2013/06,78759,Residential,"80,442,700"
2013/06,78759,Irrigation - Residential,"98,800"
2013/06,78759,Multi-Family,"37,759,400"
2013/06,78759,Irrigation - Multi-Family,"1,081,000"
2013/07,78613,Multi-Family,"433,000"
2013/07,78613,Irrigation - Multi-Family,"71,000"
2013/07,78617,Multi-Family,"3,763,400"
2013/07,78617,Irrigation - Residential,"10,200"
2013/07,78617,Residential,"22,750,700"
2013/07,78652,Residential,"965,500"
2013/07,78652,Irrigation - Residential,"61,800"
2013/07,78652,Multi-Family,"20,000"
2013/07,78653,Multi-Family,"305,300"
2013/07,78653,Residential,"1,456,900"
2013/07,78660,Multi-Family,"136,200"
2013/07,78660,Residential,"9,763,500"
2013/07,78660,Irrigation - Residential,"8,300"
2013/07,78701,Irrigation - Multi-Family,"343,400"
2013/07,78701,Multi-Family,"13,548,400"
2013/07,78701,Residential,"1,469,300"
2013/07,78702,Irrigation - Multi-Family,"1,265,000"
2013/07,78702,Irrigation - Residential,"38,500"
2013/07,78702,Multi-Family,"9,997,600"
2013/07,78702,Residential,"31,548,400"
2013/07,78703,Irrigation - Multi-Family,"675,000"
2013/07,78703,Residential,"73,675,300"
2013/07,78703,Irrigation - Residential,"1,792,200"
2013/07,78703,Multi-Family,"12,382,100"
2013/07,78704,Irrigation - Multi-Family,"2,407,500"
2013/07,78704,Irrigation - Residential,"203,300"
2013/07,78704,Residential,"64,895,600"
2013/07,78704,Multi-Family,"46,261,600"
2013/07,78705,Multi-Family,"30,030,300"
2013/07,78705,Irrigation - Multi-Family,"328,800"
2013/07,78705,Irrigation - Residential,"123,600"
2013/07,78705,Residential,"12,223,500"
2013/07,78712,Residential,0
2013/07,78717,Residential,"53,166,300"
2013/07,78717,Irrigation - Multi-Family,"6,839,300"
2013/07,78717,Irrigation - Residential,"48,600"
2013/07,78717,Multi-Family,"8,045,300"
2013/07,78719,Residential,"1,984,000"
2013/07,78719,Multi-Family,"633,000"
2013/07,78721,Multi-Family,"5,229,900"
2013/07,78721,Residential,"18,791,000"
2013/07,78721,Irrigation - Multi-Family,"285,600"
2013/07,78721,Irrigation - Residential,"8,200"
2013/07,78722,Residential,"12,268,700"
2013/07,78722,Multi-Family,"2,153,000"
2013/07,78722,Irrigation - Multi-Family,0
2013/07,78723,Irrigation - Multi-Family,"295,100"
2013/07,78723,Multi-Family,"22,550,500"
2013/07,78723,Residential,"46,905,700"
2013/07,78724,Irrigation - Residential,"48,000"
2013/07,78724,Irrigation - Multi-Family,"468,700"
2013/07,78724,Multi-Family,"12,954,500"
2013/07,78724,Residential,"25,498,600"
2013/07,78725,Residential,"3,241,700"
2013/07,78725,Multi-Family,"190,800"
2013/07,78726,Irrigation - Multi-Family,"7,153,200"
2013/07,78726,Irrigation - Residential,"102,800"
2013/07,78726,Residential,"27,212,600"
2013/07,78726,Multi-Family,"11,719,500"
2013/07,78727,Irrigation - Multi-Family,"7,237,300"
2013/07,78727,Irrigation - Residential,"17,600"
2013/07,78727,Residential,"56,712,600"
2013/07,78727,Multi-Family,"20,017,400"
2013/07,78728,Irrigation - Multi-Family,"1,764,300"
2013/07,78728,Multi-Family,"8,499,800"
2013/07,78728,Residential,"5,853,800"
2013/07,78729,Multi-Family,"23,407,200"
2013/07,78729,Residential,"32,280,900"
2013/07,78729,Irrigation - Residential,"19,000"
2013/07,78729,Irrigation - Multi-Family,"3,355,900"
2013/07,78730,Irrigation - Multi-Family,"925,900"
2013/07,78730,Residential,"21,475,400"
2013/07,78730,Irrigation - Residential,"213,100"
2013/07,78730,Multi-Family,"5,026,900"
2013/07,78731,Irrigation - Residential,"802,500"
2013/07,78731,Residential,"96,684,700"
2013/07,78731,Multi-Family,"19,281,600"
2013/07,78731,Irrigation - Multi-Family,"1,099,700"
2013/07,78735,Residential,"39,084,000"
2013/07,78735,Multi-Family,"11,265,600"
2013/07,78735,Irrigation - Multi-Family,"3,786,800"
2013/07,78736,Irrigation - Residential,"22,700"
2013/07,78736,Residential,"22,175,500"
2013/07,78736,Multi-Family,"2,851,500"
2013/07,78736,Irrigation - Multi-Family,"658,100"
2013/07,78737,Residential,"15,677,200"
2013/07,78737,Irrigation - Residential,"18,300"
2013/07,78738,Residential,"8,100"
2013/07,78739,Residential,"70,126,100"
2013/07,78739,Irrigation - Residential,100
2013/07,78741,Multi-Family,"85,226,000"
2013/07,78741,Residential,"22,708,800"
2013/07,78741,Irrigation - Residential,"50,600"
2013/07,78741,Irrigation - Multi-Family,"3,281,600"
2013/07,78742,Residential,"917,000"
2013/07,78742,Multi-Family,"335,700"
2013/07,78744,Multi-Family,"26,525,800"
2013/07,78744,Irrigation - Multi-Family,"1,528,400"
2013/07,78744,Irrigation - Residential,"2,600"
2013/07,78744,Residential,"58,133,500"
2013/07,78745,Residential,"108,224,700"
2013/07,78745,Irrigation - Residential,"108,500"
2013/07,78745,Irrigation - Multi-Family,"4,533,500"
2013/07,78745,Multi-Family,"33,805,700"
2013/07,78746,Residential,"55,769,200"
2013/07,78746,Irrigation - Residential,"725,800"
2013/07,78746,Irrigation - Multi-Family,"1,247,200"
2013/07,78746,Multi-Family,"14,165,400"
2013/07,78747,Irrigation - Multi-Family,"1,540,400"
2013/07,78747,Residential,"36,111,400"
2013/07,78747,Multi-Family,"7,909,900"
2013/07,78747,Irrigation - Residential,0
2013/07,78748,Irrigation - Multi-Family,"9,658,300"
2013/07,78748,Multi-Family,"16,268,200"
2013/07,78748,Residential,"108,082,800"
2013/07,78748,Irrigation - Residential,"35,700"
2013/07,78749,Irrigation - Residential,"58,300"
2013/07,78749,Residential,"110,053,300"
2013/07,78749,Irrigation - Multi-Family,"5,825,300"
2013/07,78749,Multi-Family,"15,158,300"
2013/07,78750,Irrigation - Residential,"26,600"
2013/07,78750,Multi-Family,"14,950,500"
2013/07,78750,Residential,"83,718,300"
2013/07,78750,Irrigation - Multi-Family,"2,932,900"
2013/07,78751,Irrigation - Residential,"130,500"
2013/07,78751,Multi-Family,"12,714,100"
2013/07,78751,Residential,"19,875,300"
2013/07,78751,Irrigation - Multi-Family,"609,700"
2013/07,78752,Irrigation - Multi-Family,"257,000"
2013/07,78752,Multi-Family,"20,842,000"
2013/07,78752,Residential,"16,203,900"
2013/07,78753,Irrigation - Multi-Family,"6,019,900"
2013/07,78753,Irrigation - Residential,"28,400"
2013/07,78753,Residential,"57,786,400"
2013/07,78753,Multi-Family,"58,250,400"
2013/07,78754,Irrigation - Residential,"5,200"
2013/07,78754,Residential,"29,654,900"
2013/07,78754,Multi-Family,"16,504,900"
2013/07,78754,Irrigation - Multi-Family,"3,128,100"
2013/07,78756,Residential,"16,471,800"
2013/07,78756,Irrigation - Residential,"113,900"
2013/07,78756,Multi-Family,"5,637,200"
2013/07,78756,Irrigation - Multi-Family,"190,400"
2013/07,78757,Irrigation - Multi-Family,"360,700"
2013/07,78757,Irrigation - Residential,"63,800"
2013/07,78757,Residential,"48,470,700"
2013/07,78757,Multi-Family,"15,473,700"
2013/07,78758,Multi-Family,"47,554,900"
2013/07,78758,Residential,"52,839,300"
2013/07,78758,Irrigation - Residential,"43,400"
2013/07,78758,Irrigation - Multi-Family,"4,108,000"
2013/07,78759,Multi-Family,"41,084,200"
2013/07,78759,Residential,"104,077,100"
2013/07,78759,Irrigation - Residential,"160,800"
2013/07,78759,Irrigation - Multi-Family,"1,727,600"
2013/08,78613,Irrigation - Multi-Family,"75,000"
2013/08,78613,Multi-Family,"261,300"
2013/08,78617,Multi-Family,"4,228,500"
2013/08,78617,Residential,"23,346,700"
2013/08,78617,Irrigation - Residential,"9,100"
2013/08,78652,Irrigation - Residential,"54,800"
2013/08,78652,Residential,"986,600"
2013/08,78652,Multi-Family,"29,500"
2013/08,78653,Multi-Family,"394,200"
2013/08,78653,Residential,"1,239,100"
2013/08,78660,Residential,"9,957,200"
2013/08,78660,Irrigation - Residential,"8,500"
2013/08,78660,Multi-Family,"124,400"
2013/08,78701,Multi-Family,"14,299,400"
2013/08,78701,Residential,"1,482,200"
2013/08,78701,Irrigation - Multi-Family,"506,700"
2013/08,78702,Irrigation - Multi-Family,"1,496,800"
2013/08,78702,Irrigation - Residential,"24,000"
2013/08,78702,Multi-Family,"10,402,600"
2013/08,78702,Residential,"31,289,500"
2013/08,78703,Residential,"78,851,900"
2013/08,78703,Irrigation - Multi-Family,"759,000"
2013/08,78703,Multi-Family,"12,931,600"
2013/08,78703,Irrigation - Residential,"1,990,300"
2013/08,78704,Irrigation - Multi-Family,"3,675,600"
2013/08,78704,Multi-Family,"50,287,000"
2013/08,78704,Irrigation - Residential,"242,900"
2013/08,78704,Residential,"68,233,400"
2013/08,78705,Irrigation - Residential,"146,200"
2013/08,78705,Multi-Family,"31,117,800"
2013/08,78705,Irrigation - Multi-Family,"519,300"
2013/08,78705,Residential,"11,853,400"
2013/08,78712,Residential,0
2013/08,78717,Irrigation - Residential,"38,600"
2013/08,78717,Irrigation - Multi-Family,"7,782,000"
2013/08,78717,Residential,"51,865,800"
2013/08,78717,Multi-Family,"8,850,900"
2013/08,78719,Residential,"2,082,400"
2013/08,78719,Multi-Family,"629,000"
2013/08,78721,Irrigation - Multi-Family,"244,800"
2013/08,78721,Irrigation - Residential,"7,800"
2013/08,78721,Residential,"17,330,600"
2013/08,78721,Multi-Family,"5,399,900"
2013/08,78722,Residential,"12,263,600"
2013/08,78722,Irrigation - Multi-Family,0
2013/08,78722,Multi-Family,"2,599,700"
2013/08,78723,Residential,"46,178,600"
2013/08,78723,Multi-Family,"23,408,600"
2013/08,78723,Irrigation - Multi-Family,"358,100"
2013/08,78724,Irrigation - Residential,"127,700"
2013/08,78724,Irrigation - Multi-Family,"594,900"
2013/08,78724,Residential,"23,834,500"
2013/08,78724,Multi-Family,"13,326,500"
2013/08,78725,Residential,"2,636,300"
2013/08,78725,Multi-Family,"201,100"
2013/08,78726,Irrigation - Multi-Family,"8,023,400"
2013/08,78726,Residential,"27,470,700"
2013/08,78726,Multi-Family,"11,875,000"
2013/08,78726,Irrigation - Residential,"30,300"
2013/08,78727,Irrigation - Residential,"20,600"
2013/08,78727,Multi-Family,"20,183,200"
2013/08,78727,Residential,"57,873,500"
2013/08,78727,Irrigation - Multi-Family,"6,148,100"
2013/08,78728,Residential,"6,350,800"
2013/08,78728,Multi-Family,"9,510,600"
2013/08,78728,Irrigation - Multi-Family,"1,825,900"
2013/08,78729,Residential,"34,236,900"
2013/08,78729,Irrigation - Residential,"15,900"
2013/08,78729,Irrigation - Multi-Family,"4,471,000"
2013/08,78729,Multi-Family,"24,093,700"
2013/08,78730,Multi-Family,"5,057,800"
2013/08,78730,Irrigation - Multi-Family,"1,514,400"
2013/08,78730,Irrigation - Residential,"269,100"
2013/08,78730,Residential,"22,518,400"
2013/08,78731,Irrigation - Multi-Family,"1,664,400"
2013/08,78731,Multi-Family,"20,092,800"
2013/08,78731,Irrigation - Residential,"828,700"
2013/08,78731,Residential,"101,272,000"
2013/08,78735,Irrigation - Multi-Family,"3,387,900"
2013/08,78735,Multi-Family,"12,018,700"
2013/08,78735,Residential,"36,909,200"
2013/08,78736,Irrigation - Residential,"19,800"
2013/08,78736,Irrigation - Multi-Family,"724,500"
2013/08,78736,Multi-Family,"3,036,800"
2013/08,78736,Residential,"19,748,200"
2013/08,78737,Irrigation - Residential,"16,000"
2013/08,78737,Residential,"13,443,200"
2013/08,78738,Residential,"6,200"
2013/08,78739,Residential,"76,096,200"
2013/08,78739,Irrigation - Residential,0
2013/08,78741,Irrigation - Multi-Family,"3,014,000"
2013/08,78741,Irrigation - Residential,"51,500"
2013/08,78741,Multi-Family,"88,446,300"
2013/08,78741,Residential,"23,213,700"
2013/08,78742,Residential,"918,500"
2013/08,78742,Multi-Family,"350,400"
