Year Month,Postal Code,Customer Class,Total Gallons
2017/04,78723,Multi-Family,"21,962,200"
2017/04,78723,Residential,"30,093,700"
2017/04,78723,Irrigation - Residential,"13,900"
2017/04,78724,Residential,"17,651,700"
2017/04,78724,Irrigation - Multi-Family,"166,600"
2017/04,78724,Irrigation - Residential,"15,500"
2017/04,78724,Multi-Family,"9,647,100"
2017/04,78725,Irrigation - Residential,0
2017/04,78725,Multi-Family,"141,000"
2017/04,78725,Residential,"2,722,500"
2017/04,78726,Irrigation - Residential,"10,200"
2017/04,78726,Multi-Family,"12,834,100"
2017/04,78726,Irrigation - Multi-Family,"2,798,900"
2017/04,78726,Residential,"15,391,900"
2017/04,78727,Irrigation - Residential,"11,100"
2017/04,78727,Residential,"31,215,900"
2017/04,78727,Irrigation - Multi-Family,"4,415,700"
2017/04,78727,Multi-Family,"19,327,700"
2017/04,78728,Residential,"5,031,600"
2017/04,78728,Irrigation - Residential,"6,100"
2017/04,78728,Multi-Family,"8,278,700"
2017/04,78728,Irrigation - Multi-Family,"731,700"
2017/04,78729,Irrigation - Multi-Family,"2,358,400"
2017/04,78729,Multi-Family,"19,080,100"
2017/04,78729,Irrigation - Residential,"7,200"
2017/04,78729,Residential,"19,486,000"
2017/04,78730,Irrigation - Multi-Family,"517,200"
2017/04,78730,Multi-Family,"4,777,300"
2017/04,78730,Residential,"19,229,800"
2017/04,78730,Irrigation - Residential,"63,900"
2017/04,78731,Irrigation - Multi-Family,"517,900"
2017/04,78731,Irrigation - Residential,"421,500"
2017/04,78731,Multi-Family,"16,766,700"
2017/04,78731,Residential,"51,182,300"
2017/04,78735,Irrigation - Multi-Family,"2,154,700"
2017/04,78735,Multi-Family,"9,005,600"
2017/04,78735,Residential,"15,648,800"
2017/04,78736,Irrigation - Residential,"6,000"
2017/04,78736,Irrigation - Multi-Family,"512,000"
2017/04,78736,Residential,"10,715,300"
2017/04,78736,Multi-Family,"3,350,700"
2017/04,78737,Irrigation - Residential,"3,200"
2017/04,78737,Residential,"6,777,300"
2017/04,78738,Residential,800
2017/04,78739,Residential,"34,026,900"
2017/04,78739,Irrigation - Multi-Family,0
2017/04,78741,Irrigation - Residential,"48,900"
2017/04,78741,Irrigation - Multi-Family,"1,822,900"
2017/04,78741,Multi-Family,"70,477,900"
2017/04,78741,Residential,"16,842,100"
2017/04,78742,Irrigation - Multi-Family,"114,100"
2017/04,78742,Multi-Family,"219,500"
2017/04,78742,Residential,"654,900"
2017/04,78744,Residential,"47,342,500"
2017/04,78744,Irrigation - Multi-Family,"1,846,800"
2017/04,78744,Multi-Family,"30,761,100"
2017/04,78744,Irrigation - Residential,"46,200"
2017/04,78745,Multi-Family,"34,394,900"
2017/04,78745,Residential,"62,515,700"
2017/04,78745,Irrigation - Multi-Family,"2,099,700"
2017/04,78745,Irrigation - Residential,"60,700"
2017/04,78746,Irrigation - Residential,"312,000"
2017/04,78746,Multi-Family,"13,108,700"
2017/04,78746,Irrigation - Multi-Family,"436,200"
2017/04,78746,Residential,"34,811,000"
2017/04,78747,Irrigation - Residential,"14,900"
2017/04,78747,Residential,"23,121,600"
2017/04,78747,Irrigation - Multi-Family,"383,700"
2017/04,78747,Multi-Family,"7,325,400"
2017/04,78748,Irrigation - Multi-Family,"4,539,000"
2017/04,78748,Residential,"60,061,000"
2017/04,78748,Irrigation - Residential,"23,200"
2017/04,78748,Multi-Family,"20,801,100"
2017/04,78749,Irrigation - Residential,"18,200"
2017/04,78749,Residential,"48,986,500"
2017/04,78749,Irrigation - Multi-Family,"2,479,000"
2017/04,78749,Multi-Family,"14,463,500"
2017/04,78750,Multi-Family,"13,252,700"
2017/04,78750,Irrigation - Multi-Family,"1,305,400"
2017/04,78750,Irrigation - Residential,"30,400"
2017/04,78750,Residential,"44,570,300"
2017/04,78751,Multi-Family,"12,873,300"
2017/04,78751,Irrigation - Residential,"24,800"
2017/04,78751,Irrigation - Multi-Family,"518,100"
2017/04,78751,Residential,"14,485,800"
2017/04,78752,Multi-Family,"18,880,700"
2017/04,78752,Residential,"11,199,700"
2017/04,78752,Irrigation - Multi-Family,"122,100"
2017/04,78753,Residential,"36,618,900"
2017/04,78753,Multi-Family,"54,186,000"
2017/04,78753,Irrigation - Multi-Family,"3,365,900"
2017/04,78753,Irrigation - Residential,"2,000"
2017/04,78754,Irrigation - Multi-Family,"1,078,400"
2017/04,78754,Multi-Family,"15,288,200"
2017/04,78754,Residential,"20,424,300"
2017/04,78754,Irrigation - Residential,"13,500"
2017/04,78756,Irrigation - Multi-Family,"285,000"
2017/04,78756,Irrigation - Residential,"59,000"
2017/04,78756,Multi-Family,"4,997,100"
2017/04,78756,Residential,"9,748,400"
2017/04,78757,Irrigation - Multi-Family,"248,700"
2017/04,78757,Residential,"28,744,000"
2017/04,78757,Irrigation - Residential,"42,400"
2017/04,78757,Multi-Family,"12,338,400"
2017/04,78758,Irrigation - Multi-Family,"2,334,000"
2017/04,78758,Multi-Family,"45,982,100"
2017/04,78758,Irrigation - Residential,"31,100"
2017/04,78758,Residential,"35,069,200"
2017/04,78759,Multi-Family,"34,420,900"
2017/04,78759,Irrigation - Multi-Family,"1,132,600"
2017/04,78759,Irrigation - Residential,"66,700"
2017/04,78759,Residential,"52,485,400"
2017/05,78613,Irrigation - Multi-Family,"1,600,000"
2017/05,78613,Multi-Family,"2,613,800"
2017/05,78617,Residential,"18,827,200"
2017/05,78617,Irrigation - Multi-Family,"5,600"
2017/05,78617,Multi-Family,"4,500,400"
2017/05,78617,Irrigation - Residential,"4,700"
2017/05,78652,Residential,"3,525,500"
2017/05,78652,Multi-Family,"25,400"
2017/05,78652,Irrigation - Residential,"85,400"
2017/05,78653,Multi-Family,"148,600"
2017/05,78653,Irrigation - Residential,"24,900"
2017/05,78653,Residential,"1,837,100"
2017/05,78660,Irrigation - Multi-Family,"1,712,300"
2017/05,78660,Irrigation - Residential,"29,200"
2017/05,78660,Residential,"9,894,800"
2017/05,78660,Multi-Family,"1,125,000"
2017/05,78701,Residential,"955,800"
2017/05,78701,Irrigation - Multi-Family,"510,700"
2017/05,78701,Irrigation - Residential,"73,600"
2017/05,78701,Multi-Family,"14,900,400"
2017/05,78702,Irrigation - Multi-Family,"993,600"
2017/05,78702,Residential,"25,262,600"
2017/05,78702,Irrigation - Residential,"14,700"
2017/05,78702,Multi-Family,"10,666,000"
2017/05,78703,Multi-Family,"12,480,900"
2017/05,78703,Residential,"57,206,500"
2017/05,78703,Irrigation - Multi-Family,"503,200"
2017/05,78703,Irrigation - Residential,"1,305,200"
2017/05,78704,Irrigation - Multi-Family,"3,796,800"
2017/05,78704,Residential,"47,799,200"
2017/05,78704,Multi-Family,"50,943,600"
2017/05,78704,Irrigation - Residential,"230,900"
2017/05,78705,Irrigation - Residential,"51,600"
2017/05,78705,Irrigation - Multi-Family,"512,700"
2017/05,78705,Multi-Family,"38,249,900"
2017/05,78705,Residential,"8,940,800"
2017/05,78717,Irrigation - Residential,"51,000"
2017/05,78717,Residential,"42,621,100"
2017/05,78717,Multi-Family,"13,239,000"
2017/05,78717,Irrigation - Multi-Family,"6,134,300"
2017/05,78719,Multi-Family,"385,900"
2017/05,78719,Residential,"1,671,500"
2017/05,78721,Irrigation - Residential,"18,500"
2017/05,78721,Multi-Family,"4,266,800"
2017/05,78721,Residential,"13,082,400"
2017/05,78721,Irrigation - Multi-Family,"94,500"
2017/05,78722,Irrigation - Multi-Family,"12,100"
2017/05,78722,Residential,"8,726,000"
2017/05,78722,Multi-Family,"3,371,900"
2017/05,78722,Irrigation - Residential,0
2017/05,78723,Multi-Family,"21,908,700"
2017/05,78723,Irrigation - Multi-Family,"430,300"
2017/05,78723,Irrigation - Residential,"9,200"
2017/05,78723,Residential,"33,409,800"
2017/05,78724,Irrigation - Multi-Family,"158,100"
2017/05,78724,Irrigation - Residential,"20,100"
2017/05,78724,Multi-Family,"13,424,000"
2017/05,78724,Residential,"19,175,600"
2017/05,78725,Multi-Family,"146,300"
2017/05,78725,Residential,"2,962,400"
2017/05,78725,Irrigation - Residential,0
2017/05,78726,Irrigation - Residential,"34,500"
2017/05,78726,Multi-Family,"12,816,200"
2017/05,78726,Residential,"20,073,100"
2017/05,78726,Irrigation - Multi-Family,"3,815,500"
2017/05,78727,Irrigation - Residential,"11,100"
2017/05,78727,Multi-Family,"19,806,400"
2017/05,78727,Residential,"38,477,700"
2017/05,78727,Irrigation - Multi-Family,"6,654,500"
2017/05,78728,Irrigation - Residential,"8,300"
2017/05,78728,Irrigation - Multi-Family,"2,958,200"
2017/05,78728,Residential,"5,913,200"
2017/05,78728,Multi-Family,"8,730,400"
2017/05,78729,Multi-Family,"19,743,300"
2017/05,78729,Residential,"22,172,700"
2017/05,78729,Irrigation - Residential,"6,800"
2017/05,78729,Irrigation - Multi-Family,"2,595,900"
2017/05,78730,Irrigation - Residential,"142,600"
2017/05,78730,Irrigation - Multi-Family,"1,199,500"
2017/05,78730,Multi-Family,"5,375,200"
2017/05,78730,Residential,"27,288,700"
2017/05,78731,Multi-Family,"18,219,200"
2017/05,78731,Irrigation - Multi-Family,"566,800"
2017/05,78731,Irrigation - Residential,"575,600"
2017/05,78731,Residential,"66,014,700"
2017/05,78735,Multi-Family,"12,477,100"
2017/05,78735,Irrigation - Multi-Family,"3,167,000"
2017/05,78735,Residential,"23,506,900"
2017/05,78736,Irrigation - Multi-Family,"742,800"
2017/05,78736,Multi-Family,"3,166,600"
2017/05,78736,Irrigation - Residential,"17,700"
2017/05,78736,Residential,"14,277,600"
2017/05,78737,Residential,"9,032,900"
2017/05,78737,Irrigation - Residential,"6,500"
2017/05,78738,Residential,"1,000"
2017/05,78739,Residential,"37,643,400"
2017/05,78739,Irrigation - Multi-Family,0
2017/05,78739,Irrigation - Residential,0
2017/05,78741,Irrigation - Multi-Family,"2,570,900"
2017/05,78741,Irrigation - Residential,"43,500"
2017/05,78741,Multi-Family,"69,752,500"
2017/05,78741,Residential,"16,545,200"
2017/05,78742,Irrigation - Multi-Family,"100,200"
2017/05,78742,Residential,"615,100"
2017/05,78742,Multi-Family,"217,300"
2017/05,78744,Multi-Family,"28,886,000"
2017/05,78744,Irrigation - Residential,"64,300"
2017/05,78744,Irrigation - Multi-Family,"2,931,600"
2017/05,78744,Residential,"47,492,500"
2017/05,78745,Irrigation - Multi-Family,"3,332,900"
2017/05,78745,Residential,"70,003,900"
2017/05,78745,Irrigation - Residential,"53,000"
2017/05,78745,Multi-Family,"32,298,800"
2017/05,78746,Irrigation - Multi-Family,"902,200"
2017/05,78746,Multi-Family,"12,715,800"
2017/05,78746,Residential,"48,082,600"
2017/05,78746,Irrigation - Residential,"506,600"
2017/05,78747,Irrigation - Multi-Family,"644,400"
2017/05,78747,Multi-Family,"7,246,700"
2017/05,78747,Irrigation - Residential,"14,200"
2017/05,78747,Residential,"24,940,400"
2017/05,78748,Multi-Family,"21,920,500"
2017/05,78748,Irrigation - Multi-Family,"5,621,500"
2017/05,78748,Residential,"67,006,100"
2017/05,78748,Irrigation - Residential,"20,000"
2017/05,78749,Multi-Family,"14,519,000"
2017/05,78749,Residential,"62,061,100"
2017/05,78749,Irrigation - Multi-Family,"3,684,100"
2017/05,78749,Irrigation - Residential,"23,000"
2017/05,78750,Irrigation - Multi-Family,"1,857,200"
2017/05,78750,Residential,"59,638,900"
2017/05,78750,Irrigation - Residential,"49,300"
2017/05,78750,Multi-Family,"14,431,900"
2017/05,78751,Irrigation - Multi-Family,"1,081,800"
2017/05,78751,Residential,"15,508,800"
2017/05,78751,Irrigation - Residential,"67,200"
2017/05,78751,Multi-Family,"13,051,200"
2017/05,78752,Residential,"11,185,000"
2017/05,78752,Irrigation - Multi-Family,"148,300"
2017/05,78752,Multi-Family,"17,789,800"
2017/05,78753,Residential,"41,370,100"
2017/05,78753,Irrigation - Residential,800
2017/05,78753,Irrigation - Multi-Family,"4,235,800"
2017/05,78753,Multi-Family,"55,390,700"
2017/05,78754,Multi-Family,"15,477,400"
2017/05,78754,Irrigation - Multi-Family,"1,791,800"
2017/05,78754,Residential,"23,554,500"
2017/05,78754,Irrigation - Residential,"35,200"
2017/05,78756,Irrigation - Residential,"71,500"
2017/05,78756,Irrigation - Multi-Family,"235,200"
2017/05,78756,Multi-Family,"5,255,900"
2017/05,78756,Residential,"11,755,300"
2017/05,78757,Irrigation - Residential,"51,600"
2017/05,78757,Residential,"33,796,300"
2017/05,78757,Irrigation - Multi-Family,"368,500"
2017/05,78757,Multi-Family,"12,767,300"
2017/05,78758,Residential,"40,176,400"
2017/05,78758,Multi-Family,"47,381,900"
2017/05,78758,Irrigation - Residential,"36,800"
2017/05,78758,Irrigation - Multi-Family,"3,485,500"
2017/05,78759,Residential,"69,091,200"
2017/05,78759,Irrigation - Multi-Family,"1,416,900"
2017/05,78759,Irrigation - Residential,"114,000"
2017/05,78759,Multi-Family,"38,096,800"
2017/06,78613,Irrigation - Multi-Family,"1,881,600"
2017/06,78613,Multi-Family,"2,744,400"
2017/06,78617,Residential,"20,367,900"
2017/06,78617,Irrigation - Multi-Family,"6,500"
2017/06,78617,Multi-Family,"4,388,300"
2017/06,78617,Irrigation - Residential,"8,000"
2017/06,78652,Residential,"4,111,100"
2017/06,78652,Multi-Family,"15,800"
2017/06,78652,Irrigation - Residential,"105,500"
2017/06,78653,Irrigation - Residential,"16,200"
2017/06,78653,Multi-Family,"113,300"
2017/06,78653,Residential,"1,991,200"
2017/06,78653,Irrigation - Multi-Family,"49,300"
2017/06,78660,Multi-Family,"1,172,900"
2017/06,78660,Residential,"10,783,400"
2017/06,78660,Irrigation - Multi-Family,"2,972,100"
2017/06,78660,Irrigation - Residential,"26,300"
2017/06,78701,Multi-Family,"15,726,500"
2017/06,78701,Irrigation - Multi-Family,"631,000"
2017/06,78701,Irrigation - Residential,"96,400"
2017/06,78701,Residential,"1,021,500"
2017/06,78702,Multi-Family,"12,452,900"
2017/06,78702,Residential,"26,072,300"
2017/06,78702,Irrigation - Residential,"3,400"
2017/06,78702,Irrigation - Multi-Family,"1,237,200"
2017/06,78703,Irrigation - Multi-Family,"641,000"
2017/06,78703,Irrigation - Residential,"1,427,700"
2017/06,78703,Multi-Family,"13,554,900"
2017/06,78703,Residential,"59,699,900"
2017/06,78704,Irrigation - Multi-Family,"4,505,500"
2017/06,78704,Residential,"48,634,100"
2017/06,78704,Irrigation - Residential,"202,300"
2017/06,78704,Multi-Family,"51,738,200"
2017/06,78705,Irrigation - Multi-Family,"597,700"
2017/06,78705,Residential,"9,555,500"
2017/06,78705,Irrigation - Residential,"115,200"
2017/06,78705,Multi-Family,"34,540,800"
2017/06,78717,Residential,"43,077,100"
2017/06,78717,Multi-Family,"14,381,800"
2017/06,78717,Irrigation - Multi-Family,"7,578,900"
2017/06,78717,Irrigation - Residential,"43,400"
2017/06,78719,Multi-Family,"462,900"
2017/06,78719,Residential,"1,627,400"
2017/06,78721,Irrigation - Multi-Family,"151,100"
2017/06,78721,Residential,"14,046,900"
2017/06,78721,Irrigation - Residential,"5,400"
2017/06,78721,Multi-Family,"4,518,600"
2017/06,78722,Multi-Family,"2,712,600"
2017/06,78722,Residential,"8,205,200"
2017/06,78722,Irrigation - Multi-Family,"70,400"
2017/06,78722,Irrigation - Residential,0
2017/06,78723,Residential,"35,396,800"
2017/06,78723,Irrigation - Multi-Family,"487,200"
2017/06,78723,Multi-Family,"22,662,300"
2017/06,78723,Irrigation - Residential,"13,400"
2017/06,78724,Residential,"21,398,700"
2017/06,78724,Irrigation - Residential,"22,200"
2017/06,78724,Irrigation - Multi-Family,"185,000"
2017/06,78724,Multi-Family,"12,474,400"
2017/06,78725,Irrigation - Residential,0
2017/06,78725,Residential,"3,009,500"
2017/06,78725,Multi-Family,"188,700"
2017/06,78726,Residential,"21,960,600"
2017/06,78726,Irrigation - Residential,"77,000"
2017/06,78726,Irrigation - Multi-Family,"4,446,300"
2017/06,78726,Multi-Family,"13,063,200"
2017/06,78727,Irrigation - Residential,"12,200"
2017/06,78727,Residential,"40,031,600"
2017/06,78727,Irrigation - Multi-Family,"6,410,800"
2017/06,78727,Multi-Family,"22,687,000"
2017/06,78728,Irrigation - Residential,"10,600"
2017/06,78728,Multi-Family,"9,119,400"
2017/06,78728,Irrigation - Multi-Family,"2,798,900"
2017/06,78728,Residential,"6,280,900"
2017/06,78729,Residential,"24,678,200"
2017/06,78729,Irrigation - Residential,"8,600"
2017/06,78729,Multi-Family,"20,812,900"
2017/06,78729,Irrigation - Multi-Family,"3,195,300"
2017/06,78730,Irrigation - Multi-Family,"1,501,600"
2017/06,78730,Irrigation - Residential,"149,000"
2017/06,78730,Residential,"29,379,400"
2017/06,78730,Multi-Family,"5,651,400"
2017/06,78731,Residential,"66,704,800"
2017/06,78731,Multi-Family,"19,218,200"
2017/06,78731,Irrigation - Residential,"493,800"
2017/06,78731,Irrigation - Multi-Family,"868,300"
2017/06,78735,Residential,"21,401,800"
2017/06,78735,Irrigation - Multi-Family,"3,529,800"
2017/06,78735,Multi-Family,"11,194,800"
2017/06,78736,Irrigation - Residential,"22,500"
2017/06,78736,Multi-Family,"3,721,800"
2017/06,78736,Irrigation - Multi-Family,"1,181,800"
2017/06,78736,Residential,"13,852,600"
2017/06,78737,Irrigation - Residential,"9,300"
2017/06,78737,Residential,"9,267,400"
2017/06,78738,Residential,"1,300"
2017/06,78739,Irrigation - Multi-Family,"82,700"
2017/06,78739,Residential,"49,965,200"
2017/06,78739,Irrigation - Residential,0
2017/06,78741,Residential,"19,083,400"
2017/06,78741,Irrigation - Multi-Family,"3,170,400"
2017/06,78741,Irrigation - Residential,"55,000"
2017/06,78741,Multi-Family,"77,569,100"
2017/06,78742,Irrigation - Multi-Family,"111,300"
2017/06,78742,Multi-Family,"214,100"
2017/06,78742,Residential,"720,700"
2017/06,78744,Residential,"48,846,600"
2017/06,78744,Irrigation - Residential,"45,500"
2017/06,78744,Multi-Family,"31,096,400"
2017/06,78744,Irrigation - Multi-Family,"2,936,600"
2017/06,78745,Irrigation - Residential,"44,700"
2017/06,78745,Multi-Family,"35,183,900"
2017/06,78745,Irrigation - Multi-Family,"5,673,400"
2017/06,78745,Residential,"71,297,600"
2017/06,78746,Multi-Family,"11,976,700"
2017/06,78746,Irrigation - Residential,"492,800"
2017/06,78746,Residential,"46,866,900"
2017/06,78746,Irrigation - Multi-Family,"1,170,500"
2017/06,78747,Irrigation - Residential,"18,200"
2017/06,78747,Multi-Family,"7,654,500"
2017/06,78747,Residential,"27,260,100"
2017/06,78747,Irrigation - Multi-Family,"908,600"
2017/06,78748,Irrigation - Multi-Family,"9,714,100"
2017/06,78748,Irrigation - Residential,"23,700"
2017/06,78748,Residential,"67,480,600"
2017/06,78748,Multi-Family,"21,873,500"
2017/06,78749,Irrigation - Multi-Family,"5,079,000"
2017/06,78749,Irrigation - Residential,"29,400"
2017/06,78749,Multi-Family,"17,066,700"
2017/06,78749,Residential,"65,756,900"
2017/06,78750,Residential,"64,012,000"
2017/06,78750,Irrigation - Residential,"39,000"
2017/06,78750,Multi-Family,"15,508,100"
2017/06,78750,Irrigation - Multi-Family,"2,015,000"
2017/06,78751,Irrigation - Residential,"99,800"
2017/06,78751,Residential,"16,108,000"
2017/06,78751,Irrigation - Multi-Family,"1,252,500"
2017/06,78751,Multi-Family,"13,118,900"
2017/06,78752,Residential,"12,219,700"
2017/06,78752,Irrigation - Multi-Family,"334,600"
2017/06,78752,Multi-Family,"19,208,600"
2017/06,78753,Residential,"43,688,200"
2017/06,78753,Multi-Family,"61,511,900"
2017/06,78753,Irrigation - Multi-Family,"5,149,400"
2017/06,78753,Irrigation - Residential,100
2017/06,78754,Multi-Family,"18,469,000"
2017/06,78754,Irrigation - Multi-Family,"3,178,700"
2017/06,78754,Residential,"24,809,300"
2017/06,78754,Irrigation - Residential,"61,500"
2017/06,78756,Multi-Family,"5,259,300"
2017/06,78756,Residential,"11,915,500"
2017/06,78756,Irrigation - Multi-Family,"290,900"
2017/06,78756,Irrigation - Residential,"166,600"
2017/06,78757,Residential,"35,262,400"
2017/06,78757,Irrigation - Residential,"80,900"
2017/06,78757,Multi-Family,"13,336,900"
2017/06,78757,Irrigation - Multi-Family,"476,300"
2017/06,78758,Residential,"40,807,000"
2017/06,78758,Irrigation - Multi-Family,"4,322,400"
2017/06,78758,Irrigation - Residential,"48,900"
2017/06,78758,Multi-Family,"50,852,200"
2017/06,78759,Residential,"74,380,600"
2017/06,78759,Irrigation - Multi-Family,"1,266,200"
2017/06,78759,Multi-Family,"39,868,600"
2017/06,78759,Irrigation - Residential,"127,600"
2017/07,78613,Irrigation - Multi-Family,"3,313,000"
2017/07,78613,Multi-Family,"3,044,400"
2017/07,78617,Irrigation - Multi-Family,"10,600"
2017/07,78617,Multi-Family,"5,238,800"
2017/07,78617,Residential,"21,940,800"
2017/07,78617,Irrigation - Residential,"10,100"
2017/07,78652,Irrigation - Residential,"90,100"
2017/07,78652,Multi-Family,"107,000"
2017/07,78652,Residential,"4,938,900"
2017/07,78653,Irrigation - Residential,"20,500"
2017/07,78653,Residential,"2,465,900"
2017/07,78653,Multi-Family,"285,500"
2017/07,78653,Irrigation - Multi-Family,"47,800"
2017/07,78660,Multi-Family,"1,193,600"
2017/07,78660,Irrigation - Multi-Family,"3,091,900"
2017/07,78660,Irrigation - Residential,"28,400"
2017/07,78660,Residential,"12,079,000"
2017/07,78701,Residential,"1,091,300"
2017/07,78701,Irrigation - Residential,"100,800"
2017/07,78701,Multi-Family,"14,093,200"
2017/07,78701,Irrigation - Multi-Family,"791,900"
2017/07,78702,Irrigation - Residential,900
2017/07,78702,Multi-Family,"13,457,400"
2017/07,78702,Irrigation - Multi-Family,"1,389,500"
2017/07,78702,Residential,"28,467,700"
2017/07,78703,Irrigation - Residential,"1,741,100"
2017/07,78703,Irrigation - Multi-Family,"795,900"
2017/07,78703,Multi-Family,"13,686,400"
2017/07,78703,Residential,"74,117,800"
2017/07,78704,Irrigation - Multi-Family,"5,249,200"
2017/07,78704,Irrigation - Residential,"366,500"
2017/07,78704,Residential,"59,893,900"
2017/07,78704,Multi-Family,"57,400,200"
2017/07,78705,Irrigation - Residential,"134,500"
2017/07,78705,Residential,"10,976,900"
2017/07,78705,Irrigation - Multi-Family,"858,600"
2017/07,78705,Multi-Family,"32,938,700"
2017/07,78717,Multi-Family,"13,354,300"
2017/07,78717,Irrigation - Multi-Family,"8,033,800"
2017/07,78717,Irrigation - Residential,"63,300"
2017/07,78717,Residential,"59,187,600"
2017/07,78719,Multi-Family,"336,700"
2017/07,78719,Residential,"1,709,400"
2017/07,78721,Irrigation - Multi-Family,"268,800"
2017/07,78721,Residential,"15,476,500"
2017/07,78721,Irrigation - Residential,"7,400"
2017/07,78721,Multi-Family,"4,677,000"
2017/07,78722,Irrigation - Residential,"2,900"
2017/07,78722,Multi-Family,"2,647,900"
2017/07,78722,Residential,"10,766,300"
2017/07,78722,Irrigation - Multi-Family,"127,500"
2017/07,78723,Irrigation - Residential,"9,200"
2017/07,78723,Multi-Family,"23,801,200"
2017/07,78723,Residential,"41,431,400"
2017/07,78723,Irrigation - Multi-Family,"590,600"
2017/07,78724,Irrigation - Multi-Family,"421,200"
2017/07,78724,Irrigation - Residential,"50,700"
2017/07,78724,Multi-Family,"12,384,800"
2017/07,78724,Residential,"23,317,300"
2017/07,78725,Residential,"3,828,000"
2017/07,78725,Multi-Family,"233,100"
2017/07,78725,Irrigation - Residential,0
2017/07,78726,Multi-Family,"13,940,300"
2017/07,78726,Residential,"29,622,600"
2017/07,78726,Irrigation - Residential,"64,100"
2017/07,78726,Irrigation - Multi-Family,"6,986,700"
2017/07,78727,Residential,"50,754,200"
2017/07,78727,Irrigation - Residential,"13,100"
2017/07,78727,Irrigation - Multi-Family,"8,174,500"
2017/07,78727,Multi-Family,"21,709,800"
2017/07,78728,Multi-Family,"9,556,000"
2017/07,78728,Residential,"7,377,400"
2017/07,78728,Irrigation - Multi-Family,"3,744,800"
2017/07,78728,Irrigation - Residential,"11,600"
2017/07,78729,Irrigation - Multi-Family,"4,389,600"
2017/07,78729,Multi-Family,"22,432,800"
2017/07,78729,Irrigation - Residential,"10,900"
2017/07,78729,Residential,"31,523,900"
2017/07,78730,Residential,"41,926,000"
2017/07,78730,Multi-Family,"5,259,600"
2017/07,78730,Irrigation - Residential,"224,000"
2017/07,78730,Irrigation - Multi-Family,"1,662,200"
2017/07,78731,Irrigation - Residential,"735,300"
2017/07,78731,Residential,"87,782,100"
2017/07,78731,Multi-Family,"17,287,400"
2017/07,78731,Irrigation - Multi-Family,"1,274,100"
2017/07,78735,Multi-Family,"11,779,900"
2017/07,78735,Irrigation - Multi-Family,"4,728,000"
2017/07,78735,Residential,"30,996,900"
2017/07,78736,Irrigation - Residential,"18,300"
2017/07,78736,Multi-Family,"2,975,700"
2017/07,78736,Residential,"21,932,800"
2017/07,78736,Irrigation - Multi-Family,"1,321,200"
2017/07,78737,Irrigation - Residential,"7,900"
2017/07,78737,Residential,"15,930,900"
2017/07,78738,Residential,"1,000"
2017/07,78739,Irrigation - Multi-Family,"112,700"
2017/07,78739,Irrigation - Residential,0
2017/07,78739,Residential,"65,431,900"
2017/07,78741,Multi-Family,"76,953,600"
2017/07,78741,Irrigation - Multi-Family,"3,508,700"
2017/07,78741,Irrigation - Residential,"52,000"
2017/07,78741,Residential,"20,757,300"
2017/07,78742,Residential,"773,400"
2017/07,78742,Irrigation - Multi-Family,"128,500"
2017/07,78742,Multi-Family,"284,900"
2017/07,78744,Irrigation - Residential,"51,900"
2017/07,78744,Residential,"56,354,500"
2017/07,78744,Multi-Family,"32,920,700"
2017/07,78744,Irrigation - Multi-Family,"4,284,400"
2017/07,78745,Irrigation - Residential,"75,500"
2017/07,78745,Residential,"83,589,000"
2017/07,78745,Multi-Family,"35,027,000"
2017/07,78745,Irrigation - Multi-Family,"6,915,400"
2017/07,78746,Residential,"63,483,000"
2017/07,78746,Irrigation - Residential,"717,900"
2017/07,78746,Irrigation - Multi-Family,"1,199,300"
2017/07,78746,Multi-Family,"14,444,000"
2017/07,78747,Irrigation - Multi-Family,"2,779,200"
2017/07,78747,Irrigation - Residential,"19,900"
2017/07,78747,Multi-Family,"8,183,800"
2017/07,78747,Residential,"32,287,800"
2017/07,78748,Irrigation - Multi-Family,"11,268,900"
2017/07,78748,Multi-Family,"25,192,400"
2017/07,78748,Residential,"85,655,500"
2017/07,78748,Irrigation - Residential,"29,300"
2017/07,78749,Irrigation - Multi-Family,"6,147,000"
2017/07,78749,Residential,"90,224,200"
2017/07,78749,Irrigation - Residential,"30,400"
2017/07,78749,Multi-Family,"16,064,800"
2017/07,78750,Irrigation - Multi-Family,"2,505,600"
2017/07,78750,Irrigation - Residential,"80,400"
2017/07,78750,Multi-Family,"14,125,900"
2017/07,78750,Residential,"90,171,500"
2017/07,78751,Residential,"18,680,900"
2017/07,78751,Irrigation - Multi-Family,"1,120,600"
2017/07,78751,Irrigation - Residential,"134,400"
2017/07,78751,Multi-Family,"12,906,200"
2017/07,78752,Multi-Family,"21,171,800"
2017/07,78752,Irrigation - Multi-Family,"326,500"
2017/07,78752,Residential,"14,149,400"
2017/07,78753,Irrigation - Residential,"12,500"
2017/07,78753,Irrigation - Multi-Family,"4,960,800"
2017/07,78753,Multi-Family,"62,257,700"
2017/07,78753,Residential,"50,967,400"
2017/07,78754,Irrigation - Multi-Family,"3,704,800"
2017/07,78754,Multi-Family,"17,793,800"
2017/07,78754,Irrigation - Residential,"31,500"
2017/07,78754,Residential,"30,353,300"
2017/07,78756,Multi-Family,"5,775,700"
2017/07,78756,Irrigation - Multi-Family,"325,900"
2017/07,78756,Irrigation - Residential,"73,500"
2017/07,78756,Residential,"15,308,500"
