Year Month,Postal Code,Customer Class,Total Gallons
2014/07,78747,Residential,29166900
2014/07,78747,Irrigation - Multi-Family,1081900
2014/07,78747,Irrigation - Residential,0
2014/07,78748,Irrigation - Multi-Family,6519300
2014/07,78748,Irrigation - Residential,19800
2014/07,78748,Residential,82318100
2014/07,78748,Multi-Family,19833200
2014/07,78749,Multi-Family,15671700
2014/07,78749,Irrigation - Multi-Family,5021500
2014/07,78749,Residential,83435900
2014/07,78749,Irrigation - Residential,25500
2014/07,78750,Multi-Family,13895100
2014/07,78750,Residential,67714000
2014/07,78750,Irrigation - Multi-Family,1926400
2014/07,78750,Irrigation - Residential,34500
2014/07,78751,Irrigation - Residential,99900
2014/07,78751,Multi-Family,11720700
2014/07,78751,Irrigation - Multi-Family,948000
2014/07,78751,Residential,16955800
2014/07,78752,Residential,14075200
2014/07,78752,Irrigation - Multi-Family,325300
2014/07,78752,Multi-Family,20700600
2014/07,78753,Irrigation - Multi-Family,4648000
2014/07,78753,Irrigation - Residential,8500
2014/07,78753,Multi-Family,58569300
2014/07,78753,Residential,48642100
2014/07,78754,Residential,25281100
2014/07,78754,Irrigation - Residential,21800
2014/07,78754,Multi-Family,16300100
2014/07,78754,Irrigation - Multi-Family,2495300
2014/07,78756,Residential,13310800
2014/07,78756,Irrigation - Multi-Family,276900
2014/07,78756,Irrigation - Residential,80100
2014/07,78756,Multi-Family,5762000
2014/07,78757,Multi-Family,14965700
2014/07,78757,Residential,40206100
2014/07,78757,Irrigation - Multi-Family,266400
2014/07,78757,Irrigation - Residential,58400
2014/07,78758,Multi-Family,46116900
2014/07,78758,Irrigation - Multi-Family,4208000
2014/07,78758,Irrigation - Residential,46900
2014/07,78758,Residential,46513000
2014/07,78759,Residential,83688300
2014/07,78759,Irrigation - Multi-Family,1659700
2014/07,78759,Irrigation - Residential,129800
2014/07,78759,Multi-Family,40194100
2014/08,78613,Irrigation - Multi-Family,1899300
2014/08,78613,Multi-Family,1653700
2014/08,78617,Residential,21207800
2014/08,78617,Multi-Family,4451500
2014/08,78617,Irrigation - Residential,3100
2014/08,78652,Irrigation - Residential,36500
2014/08,78652,Multi-Family,32000
2014/08,78652,Residential,768500
2014/08,78653,Residential,1352200
2014/08,78653,Multi-Family,247100
2014/08,78660,Irrigation - Residential,10900
2014/08,78660,Residential,10078600
2014/08,78660,Irrigation - Multi-Family,1522400
2014/08,78660,Multi-Family,797200
2014/08,78701,Multi-Family,14231600
2014/08,78701,Irrigation - Multi-Family,761100
2014/08,78701,Residential,1270100
2014/08,78702,Irrigation - Residential,29600
2014/08,78702,Multi-Family,11364600
2014/08,78702,Irrigation - Multi-Family,1212900
2014/08,78702,Residential,29084700
2014/08,78703,Multi-Family,13076300
2014/08,78703,Residential,67536800
2014/08,78703,Irrigation - Multi-Family,774300
2014/08,78703,Irrigation - Residential,1618200
2014/08,78704,Residential,58404400
2014/08,78704,Irrigation - Multi-Family,2894300
2014/08,78704,Irrigation - Residential,320500
2014/08,78704,Multi-Family,50077800
2014/08,78705,Irrigation - Multi-Family,887200
2014/08,78705,Residential,10230400
2014/08,78705,Irrigation - Residential,117200
2014/08,78705,Multi-Family,29456800
2014/08,78712,Residential,0
2014/08,78717,Residential,52765700
2014/08,78717,Irrigation - Residential,41800
2014/08,78717,Irrigation - Multi-Family,6593500
2014/08,78717,Multi-Family,10069300
2014/08,78719,Residential,1842100
2014/08,78719,Multi-Family,507500
2014/08,78721,Multi-Family,4843400
2014/08,78721,Residential,16349000
2014/08,78721,Irrigation - Multi-Family,120000
2014/08,78721,Irrigation - Residential,12700
2014/08,78722,Multi-Family,2350800
2014/08,78722,Residential,10176800
2014/08,78722,Irrigation - Multi-Family,79200
2014/08,78723,Residential,40477700
2014/08,78723,Irrigation - Multi-Family,212900
2014/08,78723,Multi-Family,22492600
2014/08,78724,Irrigation - Multi-Family,465300
2014/08,78724,Residential,23055800
2014/08,78724,Irrigation - Residential,54800
2014/08,78724,Multi-Family,13980000
2014/08,78725,Residential,3061700
2014/08,78725,Multi-Family,188100
2014/08,78726,Irrigation - Residential,37200
2014/08,78726,Irrigation - Multi-Family,6527700
2014/08,78726,Residential,27483400
2014/08,78726,Multi-Family,12566600
2014/08,78727,Irrigation - Multi-Family,6461500
2014/08,78727,Irrigation - Residential,33800
2014/08,78727,Multi-Family,18349800
2014/08,78727,Residential,53902100
2014/08,78728,Residential,6424600
2014/08,78728,Irrigation - Multi-Family,2926500
2014/08,78728,Multi-Family,5708400
2014/08,78729,Residential,30271100
2014/08,78729,Irrigation - Multi-Family,4199200
2014/08,78729,Multi-Family,19364900
2014/08,78729,Irrigation - Residential,23200
2014/08,78730,Residential,21173000
2014/08,78730,Irrigation - Residential,223500
2014/08,78730,Multi-Family,4945300
2014/08,78730,Irrigation - Multi-Family,1739600
2014/08,78731,Irrigation - Multi-Family,1252300
2014/08,78731,Irrigation - Residential,747100
2014/08,78731,Multi-Family,18522600
2014/08,78731,Residential,90502400
2014/08,78735,Residential,33082100
2014/08,78735,Irrigation - Multi-Family,2386100
2014/08,78735,Multi-Family,8557400
2014/08,78736,Residential,20169200
2014/08,78736,Multi-Family,2855300
2014/08,78736,Irrigation - Multi-Family,486300
2014/08,78736,Irrigation - Residential,26500
2014/08,78737,Irrigation - Residential,24100
2014/08,78737,Residential,14945400
2014/08,78738,Residential,6500
2014/08,78739,Residential,68351000
2014/08,78741,Irrigation - Residential,32900
2014/08,78741,Multi-Family,82941500
2014/08,78741,Residential,19303700
2014/08,78741,Irrigation - Multi-Family,2091200
2014/08,78742,Multi-Family,355700
2014/08,78742,Residential,773200
2014/08,78744,Irrigation - Multi-Family,1857200
2014/08,78744,Multi-Family,25244700
2014/08,78744,Residential,52034500
2014/08,78744,Irrigation - Residential,23600
2014/08,78745,Multi-Family,34395900
2014/08,78745,Irrigation - Multi-Family,6090500
2014/08,78745,Irrigation - Residential,119600
2014/08,78745,Residential,92133600
2014/08,78746,Residential,48878400
2014/08,78746,Multi-Family,14057600
2014/08,78746,Irrigation - Multi-Family,1008900
2014/08,78746,Irrigation - Residential,560100
2014/08,78747,Irrigation - Multi-Family,915800
2014/08,78747,Multi-Family,7492700
2014/08,78747,Residential,31865800
2014/08,78747,Irrigation - Residential,300
2014/08,78748,Residential,88403200
2014/08,78748,Multi-Family,19177900
2014/08,78748,Irrigation - Multi-Family,7647500
2014/08,78748,Irrigation - Residential,15300
2014/08,78749,Irrigation - Residential,25600
2014/08,78749,Residential,100141600
2014/08,78749,Irrigation - Multi-Family,6215100
2014/08,78749,Multi-Family,15321000
2014/08,78750,Irrigation - Residential,37400
2014/08,78750,Residential,82674900
2014/08,78750,Irrigation - Multi-Family,2782100
2014/08,78750,Multi-Family,15980400
2014/08,78751,Irrigation - Residential,99400
2014/08,78751,Multi-Family,11523100
2014/08,78751,Residential,17647300
2014/08,78751,Irrigation - Multi-Family,887000
2014/08,78752,Residential,13921800
2014/08,78752,Multi-Family,21004000
2014/08,78752,Irrigation - Multi-Family,283600
2014/08,78753,Irrigation - Multi-Family,4920500
2014/08,78753,Irrigation - Residential,2700
2014/08,78753,Residential,55142200
2014/08,78753,Multi-Family,60689900
2014/08,78754,Irrigation - Multi-Family,2535700
2014/08,78754,Residential,29573100
2014/08,78754,Irrigation - Residential,18600
2014/08,78754,Multi-Family,17031600
2014/08,78756,Irrigation - Multi-Family,329900
2014/08,78756,Multi-Family,5138100
2014/08,78756,Residential,14114800
2014/08,78756,Irrigation - Residential,98100
2014/08,78757,Irrigation - Multi-Family,304800
2014/08,78757,Residential,44707600
2014/08,78757,Multi-Family,14250500
2014/08,78757,Irrigation - Residential,56600
2014/08,78758,Irrigation - Residential,40700
2014/08,78758,Residential,51729200
2014/08,78758,Irrigation - Multi-Family,4622500
2014/08,78758,Multi-Family,49339900
2014/08,78759,Irrigation - Residential,177900
2014/08,78759,Irrigation - Multi-Family,1641300
2014/08,78759,Multi-Family,41266800
2014/08,78759,Residential,103815400
2014/09,78613,Irrigation - Multi-Family,1294100
2014/09,78613,Multi-Family,1754900
2014/09,78617,Irrigation - Residential,3400
2014/09,78617,Residential,23811700
2014/09,78617,Multi-Family,5025000
2014/09,78652,Irrigation - Residential,53200
2014/09,78652,Residential,897800
2014/09,78652,Multi-Family,36500
2014/09,78653,Multi-Family,201000
2014/09,78653,Residential,1224600
2014/09,78660,Irrigation - Residential,10000
2014/09,78660,Residential,9965500
2014/09,78660,Irrigation - Multi-Family,1484000
2014/09,78660,Multi-Family,829600
2014/09,78701,Multi-Family,15692100
2014/09,78701,Irrigation - Multi-Family,754300
2014/09,78701,Residential,1332900
2014/09,78702,Irrigation - Multi-Family,1472200
2014/09,78702,Multi-Family,12176600
2014/09,78702,Irrigation - Residential,29300
2014/09,78702,Residential,30767200
2014/09,78703,Multi-Family,13363700
2014/09,78703,Irrigation - Multi-Family,1035900
2014/09,78703,Irrigation - Residential,1828400
2014/09,78703,Residential,78260600
2014/09,78704,Irrigation - Residential,384400
2014/09,78704,Multi-Family,53976700
2014/09,78704,Residential,63378700
2014/09,78704,Irrigation - Multi-Family,3912300
2014/09,78705,Irrigation - Multi-Family,1055700
2014/09,78705,Multi-Family,37040600
2014/09,78705,Irrigation - Residential,174000
2014/09,78705,Residential,13213800
2014/09,78712,Residential,0
2014/09,78717,Residential,48866000
2014/09,78717,Irrigation - Residential,39500
2014/09,78717,Multi-Family,9479400
2014/09,78717,Irrigation - Multi-Family,6563300
2014/09,78719,Multi-Family,608600
2014/09,78719,Residential,2235400
2014/09,78721,Residential,15081200
2014/09,78721,Irrigation - Multi-Family,114300
2014/09,78721,Multi-Family,5050500
2014/09,78721,Irrigation - Residential,7600
2014/09,78722,Multi-Family,2730900
2014/09,78722,Residential,12102000
2014/09,78722,Irrigation - Multi-Family,145800
2014/09,78723,Irrigation - Multi-Family,309100
2014/09,78723,Multi-Family,24142200
2014/09,78723,Residential,44406800
2014/09,78724,Residential,22725800
2014/09,78724,Multi-Family,11635400
2014/09,78724,Irrigation - Multi-Family,459700
2014/09,78724,Irrigation - Residential,52200
2014/09,78725,Multi-Family,168200
2014/09,78725,Residential,3315200
2014/09,78726,Multi-Family,12143400
2014/09,78726,Residential,28980100
2014/09,78726,Irrigation - Multi-Family,6228000
2014/09,78726,Irrigation - Residential,50700
2014/09,78727,Residential,63999600
2014/09,78727,Irrigation - Residential,30500
2014/09,78727,Irrigation - Multi-Family,6345000
2014/09,78727,Multi-Family,19757000
2014/09,78728,Residential,6289300
2014/09,78728,Irrigation - Multi-Family,1550200
2014/09,78728,Multi-Family,7804200
2014/09,78729,Residential,34971100
2014/09,78729,Multi-Family,22070000
2014/09,78729,Irrigation - Residential,7000
2014/09,78729,Irrigation - Multi-Family,5244600
2014/09,78730,Irrigation - Residential,189700
2014/09,78730,Irrigation - Multi-Family,1961200
2014/09,78730,Multi-Family,5101900
2014/09,78730,Residential,25745100
2014/09,78731,Irrigation - Residential,788200
2014/09,78731,Irrigation - Multi-Family,1648500
2014/09,78731,Multi-Family,19420200
2014/09,78731,Residential,103040900
2014/09,78735,Multi-Family,9228700
2014/09,78735,Irrigation - Multi-Family,3182300
2014/09,78735,Residential,36227800
2014/09,78736,Residential,23748000
2014/09,78736,Irrigation - Multi-Family,616800
2014/09,78736,Irrigation - Residential,17200
2014/09,78736,Multi-Family,3212400
2014/09,78737,Irrigation - Residential,20900
2014/09,78737,Residential,15026300
2014/09,78738,Residential,7100
2014/09,78739,Residential,84784600
2014/09,78741,Residential,23341400
2014/09,78741,Irrigation - Residential,58100
2014/09,78741,Irrigation - Multi-Family,3539300
2014/09,78741,Multi-Family,92554300
2014/09,78742,Multi-Family,388100
2014/09,78742,Residential,893600
2014/09,78744,Irrigation - Multi-Family,2478400
2014/09,78744,Irrigation - Residential,18600
2014/09,78744,Residential,57265700
2014/09,78744,Multi-Family,28629700
2014/09,78745,Multi-Family,36592200
2014/09,78745,Residential,94631800
2014/09,78745,Irrigation - Multi-Family,8715800
2014/09,78745,Irrigation - Residential,115700
2014/09,78746,Irrigation - Residential,556800
2014/09,78746,Irrigation - Multi-Family,1009700
2014/09,78746,Residential,54246600
2014/09,78746,Multi-Family,15725100
2014/09,78747,Residential,37238500
2014/09,78747,Irrigation - Multi-Family,1156800
2014/09,78747,Multi-Family,9001300
2014/09,78747,Irrigation - Residential,43100
2014/09,78748,Irrigation - Multi-Family,10152000
2014/09,78748,Irrigation - Residential,28700
2014/09,78748,Residential,106104900
2014/09,78748,Multi-Family,20142200
2014/09,78749,Irrigation - Multi-Family,7633000
2014/09,78749,Irrigation - Residential,58000
2014/09,78749,Multi-Family,16600100
2014/09,78749,Residential,104909100
2014/09,78750,Irrigation - Multi-Family,2675400
2014/09,78750,Residential,87696700
2014/09,78750,Multi-Family,12876900
2014/09,78750,Irrigation - Residential,53500
2014/09,78751,Irrigation - Residential,157100
2014/09,78751,Residential,20591400
2014/09,78751,Multi-Family,13444100
2014/09,78751,Irrigation - Multi-Family,1243100
2014/09,78752,Multi-Family,21247200
2014/09,78752,Residential,16089600
2014/09,78752,Irrigation - Multi-Family,518500
2014/09,78753,Irrigation - Multi-Family,5528000
2014/09,78753,Residential,48841800
2014/09,78753,Irrigation - Residential,9100
2014/09,78753,Multi-Family,60116500
2014/09,78754,Irrigation - Residential,13500
2014/09,78754,Multi-Family,17294700
2014/09,78754,Residential,26798800
2014/09,78754,Irrigation - Multi-Family,2573200
2014/09,78756,Irrigation - Residential,132200
2014/09,78756,Multi-Family,6043200
2014/09,78756,Irrigation - Multi-Family,456400
2014/09,78756,Residential,18065900
2014/09,78757,Irrigation - Residential,44400
2014/09,78757,Multi-Family,15677200
2014/09,78757,Residential,53244700
2014/09,78757,Irrigation - Multi-Family,336300
2014/09,78758,Multi-Family,48898400
2014/09,78758,Irrigation - Residential,43100
2014/09,78758,Irrigation - Multi-Family,5481900
2014/09,78758,Residential,52456300
2014/09,78759,Multi-Family,43215200
2014/09,78759,Irrigation - Multi-Family,2137900
2014/09,78759,Irrigation - Residential,209100
2014/09,78759,Residential,110301000
2014/10,78613,Multi-Family,984000
2014/10,78613,Irrigation - Multi-Family,887100
2014/10,78617,Irrigation - Residential,3100
2014/10,78617,Multi-Family,3720500
2014/10,78617,Residential,18991900
2014/10,78652,Irrigation - Residential,60100
2014/10,78652,Multi-Family,35000
2014/10,78652,Residential,718400
2014/10,78653,Multi-Family,130700
2014/10,78653,Residential,964900
2014/10,78660,Irrigation - Residential,8400
2014/10,78660,Irrigation - Multi-Family,402700
2014/10,78660,Multi-Family,796900
2014/10,78660,Residential,8602800
2014/10,78701,Irrigation - Multi-Family,649500
2014/10,78701,Multi-Family,14370900
2014/10,78701,Irrigation - Residential,13100
2014/10,78701,Residential,1040100
2014/10,78702,Multi-Family,10594800
2014/10,78702,Residential,25354800
2014/10,78702,Irrigation - Multi-Family,1055800
2014/10,78702,Irrigation - Residential,17200
2014/10,78703,Irrigation - Residential,1182600
2014/10,78703,Multi-Family,11719000
2014/10,78703,Residential,55758000
2014/10,78703,Irrigation - Multi-Family,1010800
2014/10,78704,Irrigation - Residential,198900
2014/10,78704,Multi-Family,50313700
2014/10,78704,Residential,45825800
2014/10,78704,Irrigation - Multi-Family,3065400
2014/10,78705,Multi-Family,37977100
2014/10,78705,Irrigation - Residential,75800
2014/10,78705,Irrigation - Multi-Family,1351200
2014/10,78705,Residential,9788800
2014/10,78712,Residential,0
2014/10,78717,Irrigation - Residential,18800
2014/10,78717,Irrigation - Multi-Family,7008600
2014/10,78717,Residential,38036100
2014/10,78717,Multi-Family,9372100
2014/10,78719,Multi-Family,469600
2014/10,78719,Residential,1492600
2014/10,78721,Residential,13094200
2014/10,78721,Multi-Family,4264300
2014/10,78721,Irrigation - Residential,4700
2014/10,78721,Irrigation - Multi-Family,246700
2014/10,78722,Residential,7716600
2014/10,78722,Irrigation - Multi-Family,0
2014/10,78722,Multi-Family,2182400
2014/10,78723,Irrigation - Residential,72100
2014/10,78723,Residential,32544700
2014/10,78723,Multi-Family,21813000
2014/10,78723,Irrigation - Multi-Family,265700
2014/10,78724,Multi-Family,13774400
2014/10,78724,Irrigation - Multi-Family,208200
2014/10,78724,Irrigation - Residential,32200
2014/10,78724,Residential,18788600
2014/10,78725,Multi-Family,123400
2014/10,78725,Residential,2350100
2014/10,78726,Irrigation - Multi-Family,4863500
2014/10,78726,Irrigation - Residential,19600
2014/10,78726,Multi-Family,10716200
2014/10,78726,Residential,19029500
2014/10,78727,Multi-Family,17087600
2014/10,78727,Residential,38789800
2014/10,78727,Irrigation - Multi-Family,3868600
2014/10,78727,Irrigation - Residential,16400
2014/10,78728,Multi-Family,7056700
2014/10,78728,Residential,4955300
2014/10,78728,Irrigation - Multi-Family,1493500
2014/10,78729,Irrigation - Residential,4200
2014/10,78729,Multi-Family,20961100
2014/10,78729,Residential,22579100
2014/10,78729,Irrigation - Multi-Family,3971200
2014/10,78730,Irrigation - Multi-Family,1713100
2014/10,78730,Residential,19645700
2014/10,78730,Multi-Family,4454900
2014/10,78730,Irrigation - Residential,111100
2014/10,78731,Irrigation - Residential,519500
2014/10,78731,Multi-Family,18254400
2014/10,78731,Residential,64277900
2014/10,78731,Irrigation - Multi-Family,1402800
2014/10,78735,Residential,21575400
2014/10,78735,Irrigation - Multi-Family,2935900
2014/10,78735,Multi-Family,8012200
2014/10,78736,Irrigation - Residential,20400
2014/10,78736,Residential,12208500
2014/10,78736,Multi-Family,2335100
2014/10,78736,Irrigation - Multi-Family,445600
2014/10,78737,Residential,7215500
2014/10,78737,Irrigation - Residential,10200
2014/10,78738,Residential,8000
2014/10,78739,Residential,47084700
2014/10,78741,Irrigation - Multi-Family,2234900
2014/10,78741,Multi-Family,76410800
2014/10,78741,Irrigation - Residential,9400
2014/10,78741,Residential,17384500
2014/10,78742,Multi-Family,327700
2014/10,78742,Residential,597400
2014/10,78744,Irrigation - Multi-Family,1818700
2014/10,78744,Irrigation - Residential,23400
2014/10,78744,Multi-Family,23735300
2014/10,78744,Residential,43732100
2014/10,78745,Irrigation - Residential,68500
2014/10,78745,Residential,65847400
2014/10,78745,Irrigation - Multi-Family,3819100
2014/10,78745,Multi-Family,31890600
2014/10,78746,Irrigation - Residential,395000
2014/10,78746,Irrigation - Multi-Family,741300
2014/10,78746,Multi-Family,13341800
2014/10,78746,Residential,34903100
2014/10,78747,Residential,23339000
2014/10,78747,Irrigation - Residential,71000
2014/10,78747,Multi-Family,7134100
2014/10,78747,Irrigation - Multi-Family,757100
2014/10,78748,Residential,64086900
2014/10,78748,Multi-Family,17732100
2014/10,78748,Irrigation - Residential,20300
2014/10,78748,Irrigation - Multi-Family,7359100
2014/10,78749,Irrigation - Multi-Family,7383500
2014/10,78749,Residential,60270700
2014/10,78749,Irrigation - Residential,26600
2014/10,78749,Multi-Family,15936700
2014/10,78750,Irrigation - Residential,19800
2014/10,78750,Residential,57704500
2014/10,78750,Multi-Family,15309300
2014/10,78750,Irrigation - Multi-Family,2265500
2014/10,78751,Irrigation - Multi-Family,1107400
2014/10,78751,Multi-Family,11406900
2014/10,78751,Residential,15330500
2014/10,78751,Irrigation - Residential,90900
2014/10,78752,Multi-Family,20178000
2014/10,78752,Residential,11913300
2014/10,78752,Irrigation - Multi-Family,335600
2014/10,78753,Irrigation - Multi-Family,4413300
2014/10,78753,Irrigation - Residential,1800
2014/10,78753,Multi-Family,53334500
2014/10,78753,Residential,39793300
2014/10,78754,Multi-Family,14843100
2014/10,78754,Residential,21823200
2014/10,78754,Irrigation - Multi-Family,2010900
2014/10,78754,Irrigation - Residential,27900
2014/10,78756,Irrigation - Multi-Family,243100
2014/10,78756,Residential,11083100
2014/10,78756,Irrigation - Residential,67100
2014/10,78756,Multi-Family,4998500
2014/10,78757,Irrigation - Multi-Family,218000
2014/10,78757,Irrigation - Residential,24000
2014/10,78757,Residential,32409100
2014/10,78757,Multi-Family,13330000
2014/10,78758,Residential,39680400
2014/10,78758,Irrigation - Multi-Family,4298500
2014/10,78758,Irrigation - Residential,39900
2014/10,78758,Multi-Family,44586300
2014/10,78759,Residential,70197300
2014/10,78759,Irrigation - Multi-Family,1512800
2014/10,78759,Irrigation - Residential,99000
2014/10,78759,Multi-Family,38975000
2014/11,78613,Multi-Family,1004000
2014/11,78613,Irrigation - Multi-Family,822000
2014/11,78617,Multi-Family,4044400
2014/11,78617,Residential,19677100
2014/11,78617,Irrigation - Residential,4300
2014/11,78652,Residential,765600
2014/11,78652,Irrigation - Residential,81200
2014/11,78652,Multi-Family,47900
2014/11,78653,Multi-Family,103000
2014/11,78653,Residential,986200
2014/11,78660,Irrigation - Multi-Family,322100
2014/11,78660,Residential,7530000
2014/11,78660,Irrigation - Residential,8600
2014/11,78660,Multi-Family,930300
2014/11,78701,Irrigation - Multi-Family,646000
2014/11,78701,Irrigation - Residential,21100
2014/11,78701,Multi-Family,14694600
2014/11,78701,Residential,954100
2014/11,78702,Irrigation - Multi-Family,971500
2014/11,78702,Multi-Family,10545800
2014/11,78702,Residential,26433300
2014/11,78702,Irrigation - Residential,35200
2014/11,78703,Irrigation - Multi-Family,825800
2014/11,78703,Multi-Family,12268500
2014/11,78703,Irrigation - Residential,1187900
2014/11,78703,Residential,54790400
2014/11,78704,Multi-Family,50602900
2014/11,78704,Irrigation - Multi-Family,1808600
2014/11,78704,Irrigation - Residential,228800
2014/11,78704,Residential,46148200
2014/11,78705,Irrigation - Multi-Family,773100
2014/11,78705,Irrigation - Residential,91100
2014/11,78705,Multi-Family,39907400
2014/11,78705,Residential,9965600
2014/11,78712,Residential,0
2014/11,78717,Irrigation - Residential,29100
2014/11,78717,Multi-Family,10192900
2014/11,78717,Residential,30896900
2014/11,78717,Irrigation - Multi-Family,3958600
2014/11,78719,Residential,1555100
2014/11,78719,Multi-Family,467900
2014/11,78721,Irrigation - Multi-Family,28000
2014/11,78721,Residential,13548700
2014/11,78721,Irrigation - Residential,5300
2014/11,78721,Multi-Family,4839600
2014/11,78722,Irrigation - Multi-Family,353800
2014/11,78722,Multi-Family,2443900
2014/11,78722,Residential,9092600
2014/11,78723,Irrigation - Multi-Family,274800
2014/11,78723,Residential,33301100
2014/11,78723,Multi-Family,22424500
2014/11,78724,Irrigation - Multi-Family,160200
2014/11,78724,Multi-Family,12412500
2014/11,78724,Residential,19407900
2014/11,78724,Irrigation - Residential,21200
2014/11,78725,Residential,2565100
2014/11,78725,Multi-Family,147700
2014/11,78726,Irrigation - Residential,11100
2014/11,78726,Residential,18570400
2014/11,78726,Irrigation - Multi-Family,4730300
2014/11,78726,Multi-Family,12009700
2014/11,78727,Residential,39210600
2014/11,78727,Irrigation - Multi-Family,2441500
2014/11,78727,Irrigation - Residential,16800
2014/11,78727,Multi-Family,17936400
2014/11,78728,Multi-Family,7204400
2014/11,78728,Residential,4769800
2014/11,78728,Irrigation - Multi-Family,1510500
2014/11,78729,Multi-Family,19189900
2014/11,78729,Residential,22741500
2014/11,78729,Irrigation - Multi-Family,3378600
2014/11,78729,Irrigation - Residential,5300
2014/11,78730,Residential,31931100
2014/11,78730,Irrigation - Multi-Family,1272900
2014/11,78730,Irrigation - Residential,147700
2014/11,78730,Multi-Family,4863700
2014/11,78731,Irrigation - Residential,367100
2014/11,78731,Irrigation - Multi-Family,759900
2014/11,78731,Multi-Family,18006200
2014/11,78731,Residential,65200700
2014/11,78735,Multi-Family,8907100
2014/11,78735,Irrigation - Multi-Family,915800
2014/11,78735,Residential,22307700
2014/11,78736,Irrigation - Multi-Family,520300
2014/11,78736,Irrigation - Residential,23100
2014/11,78736,Multi-Family,3063800
2014/11,78736,Residential,13074200
2014/11,78737,Irrigation - Residential,8600
2014/11,78737,Residential,8553800
2014/11,78738,Residential,6700
2014/11,78739,Residential,51501200
2014/11,78741,Residential,17756400
2014/11,78741,Irrigation - Residential,8400
2014/11,78741,Irrigation - Multi-Family,2352200
2014/11,78741,Multi-Family,82608000
2014/11,78742,Multi-Family,331600
2014/11,78742,Residential,596500
2014/11,78744,Multi-Family,25953700
2014/11,78744,Residential,46667600
2014/11,78744,Irrigation - Multi-Family,1420200
2014/11,78744,Irrigation - Residential,25600
2014/11,78745,Irrigation - Multi-Family,3210700
2014/11,78745,Residential,71039200
2014/11,78745,Multi-Family,33581800
2014/11,78745,Irrigation - Residential,97300
2014/11,78746,Irrigation - Residential,288900
2014/11,78746,Residential,34543800
2014/11,78746,Irrigation - Multi-Family,654400
2014/11,78746,Multi-Family,14034200
2014/11,78747,Multi-Family,7698500
2014/11,78747,Irrigation - Residential,75300
2014/11,78747,Irrigation - Multi-Family,725300
2014/11,78747,Residential,24394600
2014/11,78748,Irrigation - Multi-Family,6667600
2014/11,78748,Residential,67914400
2014/11,78748,Multi-Family,18742600
2014/11,78748,Irrigation - Residential,25200
2014/11,78749,Multi-Family,13798600
2014/11,78749,Irrigation - Multi-Family,4484900
2014/11,78749,Irrigation - Residential,42800
2014/11,78749,Residential,64298900
2014/11,78750,Irrigation - Residential,2800
2014/11,78750,Multi-Family,14108500
2014/11,78750,Irrigation - Multi-Family,2245900
2014/11,78750,Residential,55777600
2014/11,78751,Irrigation - Residential,94300
2014/11,78751,Irrigation - Multi-Family,649600
2014/11,78751,Multi-Family,13117800
2014/11,78751,Residential,16336000
2014/11,78752,Irrigation - Multi-Family,259200
2014/11,78752,Multi-Family,20221700
2014/11,78752,Residential,12256600
2014/11,78753,Multi-Family,58963600
2014/11,78753,Residential,39248200
2014/11,78753,Irrigation - Residential,1600
2014/11,78753,Irrigation - Multi-Family,3342200
2014/11,78754,Irrigation - Multi-Family,1948000
2014/11,78754,Irrigation - Residential,24800
2014/11,78754,Multi-Family,16511700
2014/11,78754,Residential,21179300
2014/11,78756,Irrigation - Multi-Family,208100
2014/11,78756,Multi-Family,5421700
2014/11,78756,Irrigation - Residential,49000
2014/11,78756,Residential,11784900
2014/11,78757,Irrigation - Multi-Family,151600
2014/11,78757,Residential,33711800
2014/11,78757,Irrigation - Residential,23000
2014/11,78757,Multi-Family,13438300
2014/11,78758,Irrigation - Multi-Family,2719500
2014/11,78758,Irrigation - Residential,31400
2014/11,78758,Residential,39529000
2014/11,78758,Multi-Family,46166600
2014/11,78759,Irrigation - Multi-Family,1575000
2014/11,78759,Multi-Family,38284000
2014/11,78759,Residential,69295700
2014/11,78759,Irrigation - Residential,113800
2014/12,78613,Multi-Family,975800
2014/12,78613,Irrigation - Multi-Family,239800
2014/12,78617,Residential,19075300
2014/12,78617,Multi-Family,3553500
2014/12,78617,Irrigation - Residential,4900
2014/12,78652,Multi-Family,44400
2014/12,78652,Residential,769700
2014/12,78652,Irrigation - Residential,78700
2014/12,78653,Multi-Family,103700
2014/12,78653,Residential,743100
2014/12,78660,Multi-Family,749800
2014/12,78660,Residential,7368400
2014/12,78660,Irrigation - Residential,10000
2014/12,78660,Irrigation - Multi-Family,43900
2014/12,78701,Residential,765600
2014/12,78701,Multi-Family,14113500
2014/12,78701,Irrigation - Residential,16800
2014/12,78701,Irrigation - Multi-Family,370400
2014/12,78702,Multi-Family,11023500
2014/12,78702,Residential,23814100
2014/12,78702,Irrigation - Multi-Family,551700
2014/12,78702,Irrigation - Residential,18200
2014/12,78703,Irrigation - Multi-Family,660700
2014/12,78703,Residential,41898900
2014/12,78703,Multi-Family,11037000
2014/12,78703,Irrigation - Residential,552600
2014/12,78704,Multi-Family,45830100
2014/12,78704,Residential,37828100
2014/12,78704,Irrigation - Residential,105800
2014/12,78704,Irrigation - Multi-Family,986600
2014/12,78705,Irrigation - Multi-Family,571100
2014/12,78705,Multi-Family,35540800
2014/12,78705,Irrigation - Residential,32900
2014/12,78705,Residential,8352900
2014/12,78712,Residential,0
2014/12,78717,Residential,23275500
2014/12,78717,Irrigation - Residential,4200
